resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,context_group,magnitude_category,audit_signal,primary_changed_component,explanation
R160,JOB016,R160_CF_NAME_CITY,name+city,Karan Mehta | Hyderabad,0.622568,0.622685,0.000117,0.000117,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Karan Mehta | Hyderabad changed the score from 0.6226 to 0.6227 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R160,JOB016,R160_CF_DEGREE_AGE,degree+age,BBA | 35,0.622568,0.551683,-0.070885,0.070885,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to BBA | 35 changed the score from 0.6226 to 0.5517 (delta -0.0709). education_course made the largest negative weighted contribution change (-0.0706).
R160,JOB016,R160_CF_COURSE_EXPERIENCE,course+experience,Electrical and Electronics Engineering | 70,0.622568,0.551511,-0.071057,0.071057,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Electrical and Electronics Engineering | 70 changed the score from 0.6226 to 0.5515 (delta -0.0711). education_course made the largest negative weighted contribution change (-0.0706).
R160,JOB016,R160_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 70,0.622568,0.623109,0.000541,0.000541,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Science Bangalore | 70 changed the score from 0.6226 to 0.6231 (delta +0.0005). semantic made the largest positive weighted contribution change (+0.0005).
R160,JOB016,R160_CF_NAME_AGE,name+age,Karan Mehta | 35,0.622568,0.621997,-0.000571,0.000571,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Karan Mehta | 35 changed the score from 0.6226 to 0.6220 (delta -0.0006). semantic made the largest negative weighted contribution change (-0.0006).
R161,JOB011,R161_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Ahmedabad,0.574578,0.57726,0.002682,0.002682,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Kharagpur | Ahmedabad changed the score from 0.5746 to 0.5773 (delta +0.0027). semantic made the largest positive weighted contribution change (+0.0027).
R161,JOB011,R161_CF_DEGREE_COURSE,degree+course,B.A | Computer Engineering,0.574578,0.50399,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to B.A | Computer Engineering changed the score from 0.5746 to 0.5040 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R161,JOB011,R161_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.574578,0.577078,0.0025,0.0025,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Kharagpur | Divya Rao changed the score from 0.5746 to 0.5771 (delta +0.0025). semantic made the largest positive weighted contribution change (+0.0025).
R161,JOB011,R161_CF_NAME_CITY,name+city,Divya Rao | Ahmedabad,0.574578,0.57572,0.001142,0.001142,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Divya Rao | Ahmedabad changed the score from 0.5746 to 0.5757 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R161,JOB011,R161_CF_DEGREE_AGE,degree+age,B.A | 30,0.574578,0.50399,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to B.A | 30 changed the score from 0.5746 to 0.5040 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R161,JOB011,R161_CF_COURSE_EXPERIENCE,course+experience,Computer Engineering | 48,0.574578,0.574456,-0.000122,0.000122,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing course+experience to Computer Engineering | 48 changed the score from 0.5746 to 0.5745 (delta -0.0001). semantic made the largest negative weighted contribution change (-0.0001).
R161,JOB011,R161_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 48,0.574578,0.57651,0.001932,0.001932,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Kharagpur | 48 changed the score from 0.5746 to 0.5765 (delta +0.0019). semantic made the largest positive weighted contribution change (+0.0019).
R161,JOB011,R161_CF_NAME_AGE,name+age,Divya Rao | 30,0.574578,0.575104,0.000526,0.000526,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Divya Rao | 30 changed the score from 0.5746 to 0.5751 (delta +0.0005). semantic made the largest positive weighted contribution change (+0.0005).
R162,JOB009,R162_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Kolkata,0.44846,0.448693,0.000233,0.000233,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to NIT Tiruchirappalli | Kolkata changed the score from 0.4485 to 0.4487 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R162,JOB009,R162_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.44846,0.448724,0.000264,0.000264,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to NIT Tiruchirappalli | Rohan Gupta changed the score from 0.4485 to 0.4487 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R162,JOB009,R162_CF_NAME_CITY,name+city,Rohan Gupta | Kolkata,0.44846,0.448778,0.000318,0.000318,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Rohan Gupta | Kolkata changed the score from 0.4485 to 0.4488 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R162,JOB009,R162_CF_DEGREE_AGE,degree+age,Bachelor | 34,0.44846,0.379975,-0.068485,0.068485,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to Bachelor | 34 changed the score from 0.4485 to 0.3800 (delta -0.0685). education_course made the largest negative weighted contribution change (-0.0706).
R162,JOB009,R162_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 60,0.44846,0.448976,0.000516,0.000516,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to NIT Tiruchirappalli | 60 changed the score from 0.4485 to 0.4490 (delta +0.0005). semantic made the largest positive weighted contribution change (+0.0005).
R162,JOB009,R162_CF_NAME_AGE,name+age,Rohan Gupta | 34,0.44846,0.449155,0.000695,0.000695,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Rohan Gupta | 34 changed the score from 0.4485 to 0.4492 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R163,JOB014,R163_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Bangalore,0.429824,0.430789,0.000965,0.000965,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Bombay | Bangalore changed the score from 0.4298 to 0.4308 (delta +0.0010). semantic made the largest positive weighted contribution change (+0.0010).
R163,JOB014,R163_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Ananya Iyer,0.429824,0.429886,6.2e-05,6.2e-05,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Bombay | Ananya Iyer changed the score from 0.4298 to 0.4299 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R163,JOB014,R163_CF_NAME_CITY,name+city,Ananya Iyer | Bangalore,0.429824,0.429235,-0.000589,0.000589,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Ananya Iyer | Bangalore changed the score from 0.4298 to 0.4292 (delta -0.0006). semantic made the largest negative weighted contribution change (-0.0006).
R163,JOB014,R163_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 61,0.429824,0.430527,0.000703,0.000703,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Bombay | 61 changed the score from 0.4298 to 0.4305 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R163,JOB014,R163_CF_NAME_AGE,name+age,Ananya Iyer | 34,0.429824,0.429223,-0.000601,0.000601,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Ananya Iyer | 34 changed the score from 0.4298 to 0.4292 (delta -0.0006). semantic made the largest negative weighted contribution change (-0.0006).
R164,JOB010,R164_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Delhi,0.472364,0.479001,0.006637,0.006637,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Kanpur | Delhi changed the score from 0.4724 to 0.4790 (delta +0.0066). semantic made the largest positive weighted contribution change (+0.0066).
R164,JOB010,R164_CF_DEGREE_COURSE,degree+course,MBA | Electronics,0.472364,0.409528,-0.062836,0.062836,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to MBA | Electronics changed the score from 0.4724 to 0.4095 (delta -0.0628). education_course made the largest negative weighted contribution change (-0.0706).
R164,JOB010,R164_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.472364,0.473102,0.000738,0.000738,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Kanpur | Ananya Iyer changed the score from 0.4724 to 0.4731 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R164,JOB010,R164_CF_NAME_CITY,name+city,Ananya Iyer | Delhi,0.472364,0.475867,0.003503,0.003503,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Ananya Iyer | Delhi changed the score from 0.4724 to 0.4759 (delta +0.0035). semantic made the largest positive weighted contribution change (+0.0035).
R164,JOB010,R164_CF_DEGREE_AGE,degree+age,MBA | 32,0.472364,0.480619,0.008255,0.008255,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing degree+age to MBA | 32 changed the score from 0.4724 to 0.4806 (delta +0.0083). semantic made the largest positive weighted contribution change (+0.0083).
R164,JOB010,R164_CF_COURSE_EXPERIENCE,course+experience,Electronics | 63,0.472364,0.407679,-0.064685,0.064685,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Electronics | 63 changed the score from 0.4724 to 0.4077 (delta -0.0647). education_course made the largest negative weighted contribution change (-0.0706).
R164,JOB010,R164_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 63,0.472364,0.47985,0.007486,0.007486,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Kanpur | 63 changed the score from 0.4724 to 0.4798 (delta +0.0075). semantic made the largest positive weighted contribution change (+0.0075).
R164,JOB010,R164_CF_NAME_AGE,name+age,Ananya Iyer | 32,0.472364,0.477186,0.004822,0.004822,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Ananya Iyer | 32 changed the score from 0.4724 to 0.4772 (delta +0.0048). semantic made the largest positive weighted contribution change (+0.0048).
R165,JOB015,R165_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Mumbai,0.480826,0.482992,0.002166,0.002166,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Roorkee | Mumbai changed the score from 0.4808 to 0.4830 (delta +0.0022). semantic made the largest positive weighted contribution change (+0.0022).
R165,JOB015,R165_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Ishita Chopra,0.480826,0.478884,-0.001942,0.001942,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Roorkee | Ishita Chopra changed the score from 0.4808 to 0.4789 (delta -0.0019). semantic made the largest negative weighted contribution change (-0.0019).
R165,JOB015,R165_CF_NAME_CITY,name+city,Ishita Chopra | Mumbai,0.480826,0.481431,0.000605,0.000605,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Ishita Chopra | Mumbai changed the score from 0.4808 to 0.4814 (delta +0.0006). semantic made the largest positive weighted contribution change (+0.0006).
R165,JOB015,R165_CF_COURSE_EXPERIENCE,course+experience,Electronics | 144,0.480826,0.410187,-0.070639,0.070639,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Electronics | 144 changed the score from 0.4808 to 0.4102 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R165,JOB015,R165_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 144,0.480826,0.48366,0.002834,0.002834,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Roorkee | 144 changed the score from 0.4808 to 0.4837 (delta +0.0028). semantic made the largest positive weighted contribution change (+0.0028).
R165,JOB015,R165_CF_NAME_AGE,name+age,Ishita Chopra | 41,0.480826,0.482609,0.001783,0.001783,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Ishita Chopra | 41 changed the score from 0.4808 to 0.4826 (delta +0.0018). semantic made the largest positive weighted contribution change (+0.0018).
R166,JOB023,R166_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Pune,0.48694,0.48469,-0.00225,0.00225,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Roorkee | Pune changed the score from 0.4869 to 0.4847 (delta -0.0022). semantic made the largest negative weighted contribution change (-0.0022).
R166,JOB023,R166_CF_DEGREE_COURSE,degree+course,BCA | Sociology,0.48694,0.415603,-0.071337,0.071337,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to BCA | Sociology changed the score from 0.4869 to 0.4156 (delta -0.0713). education_course made the largest negative weighted contribution change (-0.0706).
R166,JOB023,R166_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Aditya Verma,0.48694,0.481695,-0.005245,0.005245,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Roorkee | Aditya Verma changed the score from 0.4869 to 0.4817 (delta -0.0052). semantic made the largest negative weighted contribution change (-0.0052).
R166,JOB023,R166_CF_NAME_CITY,name+city,Aditya Verma | Pune,0.48694,0.481641,-0.005299,0.005299,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Aditya Verma | Pune changed the score from 0.4869 to 0.4816 (delta -0.0053). semantic made the largest negative weighted contribution change (-0.0053).
R166,JOB023,R166_CF_DEGREE_AGE,degree+age,BCA | 39,0.48694,0.414984,-0.071956,0.071956,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to BCA | 39 changed the score from 0.4869 to 0.4150 (delta -0.0720). education_course made the largest negative weighted contribution change (-0.0706).
R166,JOB023,R166_CF_COURSE_EXPERIENCE,course+experience,Sociology | 84,0.48694,0.486811,-0.000129,0.000129,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing course+experience to Sociology | 84 changed the score from 0.4869 to 0.4868 (delta -0.0001). semantic made the largest negative weighted contribution change (-0.0001).
R166,JOB023,R166_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 84,0.48694,0.484398,-0.002542,0.002542,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Roorkee | 84 changed the score from 0.4869 to 0.4844 (delta -0.0025). semantic made the largest negative weighted contribution change (-0.0025).
R166,JOB023,R166_CF_NAME_AGE,name+age,Aditya Verma | 39,0.48694,0.481194,-0.005746,0.005746,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Aditya Verma | 39 changed the score from 0.4869 to 0.4812 (delta -0.0057). semantic made the largest negative weighted contribution change (-0.0057).
R167,JOB012,R167_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Pune,0.544032,0.546156,0.002124,0.002124,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Guwahati | Pune changed the score from 0.5440 to 0.5462 (delta +0.0021). semantic made the largest positive weighted contribution change (+0.0021).
R167,JOB012,R167_CF_DEGREE_COURSE,degree+course,M.Tech | Electrical Engineering,0.544032,0.55846,0.014428,0.014428,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to M.Tech | Electrical Engineering changed the score from 0.5440 to 0.5585 (delta +0.0144). education_course made the largest positive weighted contribution change (+0.0150).
R167,JOB012,R167_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Aditya Verma,0.544032,0.548801,0.004769,0.004769,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Guwahati | Aditya Verma changed the score from 0.5440 to 0.5488 (delta +0.0048). semantic made the largest positive weighted contribution change (+0.0048).
R167,JOB012,R167_CF_NAME_CITY,name+city,Aditya Verma | Pune,0.544032,0.545413,0.001381,0.001381,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Aditya Verma | Pune changed the score from 0.5440 to 0.5454 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R167,JOB012,R167_CF_DEGREE_AGE,degree+age,M.Tech | 31,0.544032,0.544032,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Intersectional Change,No Material Change,skills,Changing degree+age to M.Tech | 31 changed the score from 0.5440 to 0.5440 (delta +0.0000). No screening component changed.
R167,JOB012,R167_CF_COURSE_EXPERIENCE,course+experience,Electrical Engineering | 27,0.544032,0.55846,0.014428,0.014428,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Electrical Engineering | 27 changed the score from 0.5440 to 0.5585 (delta +0.0144). education_course made the largest positive weighted contribution change (+0.0150).
R167,JOB012,R167_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 27,0.544032,0.547801,0.003769,0.003769,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Guwahati | 27 changed the score from 0.5440 to 0.5478 (delta +0.0038). semantic made the largest positive weighted contribution change (+0.0038).
R167,JOB012,R167_CF_NAME_AGE,name+age,Aditya Verma | 31,0.544032,0.546344,0.002312,0.002312,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Aditya Verma | 31 changed the score from 0.5440 to 0.5463 (delta +0.0023). semantic made the largest positive weighted contribution change (+0.0023).
R168,JOB023,R168_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Ahmedabad,0.540334,0.538372,-0.001962,0.001962,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Guwahati | Ahmedabad changed the score from 0.5403 to 0.5384 (delta -0.0020). semantic made the largest negative weighted contribution change (-0.0020).
R168,JOB023,R168_CF_DEGREE_COURSE,degree+course,M.Sc | Data Science,0.540334,0.402268,-0.138066,0.138066,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to M.Sc | Data Science changed the score from 0.5403 to 0.4023 (delta -0.1381). education_course made the largest negative weighted contribution change (-0.1412).
R168,JOB023,R168_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.540334,0.535567,-0.004767,0.004767,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Guwahati | Neha Kapoor changed the score from 0.5403 to 0.5356 (delta -0.0048). semantic made the largest negative weighted contribution change (-0.0048).
R168,JOB023,R168_CF_NAME_CITY,name+city,Neha Kapoor | Ahmedabad,0.540334,0.536372,-0.003962,0.003962,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Neha Kapoor | Ahmedabad changed the score from 0.5403 to 0.5364 (delta -0.0040). semantic made the largest negative weighted contribution change (-0.0040).
R168,JOB023,R168_CF_DEGREE_AGE,degree+age,M.Sc | 46,0.540334,0.471386,-0.068948,0.068948,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to M.Sc | 46 changed the score from 0.5403 to 0.4714 (delta -0.0689). education_course made the largest negative weighted contribution change (-0.0706).
R168,JOB023,R168_CF_COURSE_EXPERIENCE,course+experience,Data Science | 132,0.540334,0.470156,-0.070178,0.070178,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Data Science | 132 changed the score from 0.5403 to 0.4702 (delta -0.0702). education_course made the largest negative weighted contribution change (-0.0706).
R168,JOB023,R168_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 132,0.540334,0.5397,-0.000634,0.000634,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Guwahati | 132 changed the score from 0.5403 to 0.5397 (delta -0.0006). semantic made the largest negative weighted contribution change (-0.0006).
R168,JOB023,R168_CF_NAME_AGE,name+age,Neha Kapoor | 46,0.540334,0.535665,-0.004669,0.004669,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Neha Kapoor | 46 changed the score from 0.5403 to 0.5357 (delta -0.0047). semantic made the largest negative weighted contribution change (-0.0047).
R169,JOB024,R169_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Kolkata,0.484432,0.481614,-0.002818,0.002818,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Science Bangalore | Kolkata changed the score from 0.4844 to 0.4816 (delta -0.0028). semantic made the largest negative weighted contribution change (-0.0028).
R169,JOB024,R169_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.484432,0.478414,-0.006018,0.006018,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Science Bangalore | Vikram Reddy changed the score from 0.4844 to 0.4784 (delta -0.0060). semantic made the largest negative weighted contribution change (-0.0060).
R169,JOB024,R169_CF_NAME_CITY,name+city,Vikram Reddy | Kolkata,0.484432,0.479664,-0.004768,0.004768,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Vikram Reddy | Kolkata changed the score from 0.4844 to 0.4797 (delta -0.0048). semantic made the largest negative weighted contribution change (-0.0048).
R169,JOB024,R169_CF_DEGREE_AGE,degree+age,B.A. LL.B. | 32,0.484432,0.427984,-0.056448,0.056448,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to B.A. LL.B. | 32 changed the score from 0.4844 to 0.4280 (delta -0.0564). education_course made the largest negative weighted contribution change (-0.0600).
R169,JOB024,R169_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 60,0.484432,0.483235,-0.001197,0.001197,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Science Bangalore | 60 changed the score from 0.4844 to 0.4832 (delta -0.0012). semantic made the largest negative weighted contribution change (-0.0012).
R169,JOB024,R169_CF_NAME_AGE,name+age,Vikram Reddy | 32,0.484432,0.48195,-0.002482,0.002482,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Vikram Reddy | 32 changed the score from 0.4844 to 0.4819 (delta -0.0025). semantic made the largest negative weighted contribution change (-0.0025).
R170,JOB015,R170_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Delhi,0.47279,0.472567,-0.000223,0.000223,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Kharagpur | Delhi changed the score from 0.4728 to 0.4726 (delta -0.0002). semantic made the largest negative weighted contribution change (-0.0002).
R170,JOB015,R170_CF_DEGREE_COURSE,degree+course,LLM | Economics,0.47279,0.402094,-0.070696,0.070696,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to LLM | Economics changed the score from 0.4728 to 0.4021 (delta -0.0707). education_course made the largest negative weighted contribution change (-0.0706).
R170,JOB015,R170_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Vikram Reddy,0.47279,0.47261,-0.00018,0.00018,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Kharagpur | Vikram Reddy changed the score from 0.4728 to 0.4726 (delta -0.0002). semantic made the largest negative weighted contribution change (-0.0002).
R170,JOB015,R170_CF_NAME_CITY,name+city,Vikram Reddy | Delhi,0.47279,0.472408,-0.000382,0.000382,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Vikram Reddy | Delhi changed the score from 0.4728 to 0.4724 (delta -0.0004). semantic made the largest negative weighted contribution change (-0.0004).
R170,JOB015,R170_CF_DEGREE_AGE,degree+age,LLM | 37,0.47279,0.402202,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to LLM | 37 changed the score from 0.4728 to 0.4022 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
